"extract_date","date","mod_zcta","total_ed_visits","ili_pne_visits","ili_pne_admissions"
"2022-02-22T00:00:00.000","2021-03-23T00:00:00.000","11377","53","5","2"
"2022-02-22T00:00:00.000","2020-05-21T00:00:00.000","11427","9","0","0"
"2022-02-22T00:00:00.000","2021-07-30T00:00:00.000","11220","101","5","2"
"2022-02-22T00:00:00.000","2020-09-12T00:00:00.000","10457","147","1","0"
"2022-02-22T00:00:00.000","2020-10-04T00:00:00.000","11697","1","0","0"
"2022-02-22T00:00:00.000","2020-03-06T00:00:00.000","10469","112","10","0"
"2022-02-22T00:00:00.000","2020-04-16T00:00:00.000","10304","31","8","4"
"2022-02-22T00:00:00.000","2021-02-05T00:00:00.000","11435","62","7","2"
"2022-02-22T00:00:00.000","2020-06-13T00:00:00.000","10452","86","4","0"
"2022-02-22T00:00:00.000","2021-05-10T00:00:00.000","10452","156","5","0"
"2022-02-22T00:00:00.000","2021-06-16T00:00:00.000","11417","25","0","0"
"2022-02-22T00:00:00.000","2021-12-27T00:00:00.000","11206","144","41","6"
"2022-02-22T00:00:00.000","2022-01-23T00:00:00.000","11360","4","0","0"
"2022-02-22T00:00:00.000","2020-06-02T00:00:00.000","10466","62","0","0"
"2022-02-22T00:00:00.000","2021-06-28T00:00:00.000","10032","100","3","0"
"2022-02-22T00:00:00.000","2020-12-28T00:00:00.000","10282","1","0","0"
"2022-02-22T00:00:00.000","2020-12-24T00:00:00.000","10032","71","8","2"
"2022-02-22T00:00:00.000","2020-08-15T00:00:00.000","11414","10","0","0"
"2022-02-22T00:00:00.000","2021-07-19T00:00:00.000","11420","56","2","0"
"2022-02-22T00:00:00.000","2020-11-14T00:00:00.000","10468","71","2","1"
"2022-02-22T00:00:00.000","2021-05-25T00:00:00.000","10464","6","0","0"
"2022-02-22T00:00:00.000","2020-10-21T00:00:00.000","10029","145","3","0"
"2022-02-22T00:00:00.000","2021-05-29T00:00:00.000","10280","3","0","0"
"2022-02-22T00:00:00.000","2020-05-10T00:00:00.000","10463","33","8","0"
"2022-02-22T00:00:00.000","2021-08-10T00:00:00.000","10462","134","10","2"
"2022-02-22T00:00:00.000","2020-12-09T00:00:00.000","10044","9","2","1"
"2022-02-22T00:00:00.000","2020-05-22T00:00:00.000","11236","62","4","2"
"2022-02-22T00:00:00.000","2020-04-07T00:00:00.000","10022","5","1","0"
"2022-02-22T00:00:00.000","2020-10-27T00:00:00.000","11693","18","0","0"
"2022-02-22T00:00:00.000","2020-08-25T00:00:00.000","10010","17","0","0"
"2022-02-22T00:00:00.000","2020-11-11T00:00:00.000","10303","50","1","1"
"2022-02-22T00:00:00.000","2021-08-11T00:00:00.000","11238","40","1","0"
"2022-02-22T00:00:00.000","2020-11-02T00:00:00.000","11436","15","1","0"
"2022-02-22T00:00:00.000","2022-01-25T00:00:00.000","11368","148","8","4"
"2022-02-22T00:00:00.000","2020-08-21T00:00:00.000","10314","55","1","1"
"2022-02-22T00:00:00.000","2021-06-14T00:00:00.000","11428","13","0","0"
"2022-02-22T00:00:00.000","2021-07-01T00:00:00.000","10030","45","1","0"
"2022-02-22T00:00:00.000","2021-08-22T00:00:00.000","10456","144","2","1"
"2022-02-22T00:00:00.000","2021-08-11T00:00:00.000","11219","73","4","2"
"2022-02-22T00:00:00.000","2021-01-08T00:00:00.000","11239","19","3","1"
"2022-02-22T00:00:00.000","2021-04-19T00:00:00.000","11369","45","4","2"
"2022-02-22T00:00:00.000","2021-03-10T00:00:00.000","11102","45","3","1"
"2022-02-22T00:00:00.000","2022-01-04T00:00:00.000","11218","71","18","5"
"2022-02-22T00:00:00.000","2022-02-03T00:00:00.000","10003","49","2","0"
"2022-02-22T00:00:00.000","2021-09-13T00:00:00.000","10474","21","1","0"
"2022-02-22T00:00:00.000","2021-08-07T00:00:00.000","10458","112","4","0"
"2022-02-22T00:00:00.000","2020-07-18T00:00:00.000","11218","38","2","1"
"2022-02-22T00:00:00.000","2021-11-25T00:00:00.000","10473","61","5","1"
"2022-02-22T00:00:00.000","2020-12-30T00:00:00.000","11361","9","1","0"
"2022-02-22T00:00:00.000","2021-06-19T00:00:00.000","10471","11","0","0"
"2022-02-22T00:00:00.000","2021-05-01T00:00:00.000","10005","4","1","0"
"2022-02-22T00:00:00.000","2020-05-26T00:00:00.000","11218","45","3","2"
"2022-02-22T00:00:00.000","2020-11-26T00:00:00.000","10452","74","1","0"
"2022-02-22T00:00:00.000","2021-09-30T00:00:00.000","11426","12","2","1"
"2022-02-22T00:00:00.000","2021-07-26T00:00:00.000","11427","27","1","0"
"2022-02-22T00:00:00.000","2021-07-03T00:00:00.000","10044","9","1","0"
"2022-02-22T00:00:00.000","2021-11-01T00:00:00.000","10462","137","5","0"
"2022-02-22T00:00:00.000","2022-02-15T00:00:00.000","11232","28","0","0"
"2022-02-22T00:00:00.000","2021-01-18T00:00:00.000","11416","33","6","0"
"2022-02-22T00:00:00.000","2020-12-31T00:00:00.000","11434","68","3","0"
"2022-02-22T00:00:00.000","2020-08-01T00:00:00.000","11231","28","0","0"
"2022-02-22T00:00:00.000","2021-05-08T00:00:00.000","11412","32","1","0"
"2022-02-22T00:00:00.000","2021-01-18T00:00:00.000","11419","50","12","6"
"2022-02-22T00:00:00.000","2021-02-03T00:00:00.000","11356","13","0","0"
"2022-02-22T00:00:00.000","2020-04-22T00:00:00.000","10025","45","7","4"
"2022-02-22T00:00:00.000","2020-07-25T00:00:00.000","10466","57","1","0"
"2022-02-22T00:00:00.000","2020-11-07T00:00:00.000","11374","35","3","0"
"2022-02-22T00:00:00.000","2020-06-26T00:00:00.000","10023","27","0","0"
"2022-02-22T00:00:00.000","2020-12-20T00:00:00.000","11357","16","3","1"
"2022-02-22T00:00:00.000","2021-07-31T00:00:00.000","11203","110","12","1"
"2022-02-22T00:00:00.000","2021-11-23T00:00:00.000","10471","15","0","0"
"2022-02-22T00:00:00.000","2021-07-21T00:00:00.000","10456","207","7","3"
"2022-02-22T00:00:00.000","2020-07-29T00:00:00.000","11421","33","1","1"
"2022-02-22T00:00:00.000","2021-12-31T00:00:00.000","11385","122","39","5"
"2022-02-22T00:00:00.000","2021-04-26T00:00:00.000","11697","3","1","1"
"2022-02-22T00:00:00.000","2020-08-11T00:00:00.000","10016","81","5","2"
"2022-02-22T00:00:00.000","2020-10-26T00:00:00.000","11377","66","4","3"
"2022-02-22T00:00:00.000","2021-01-31T00:00:00.000","10034","34","0","0"
"2022-02-22T00:00:00.000","2021-06-04T00:00:00.000","11213","102","0","0"
"2022-02-22T00:00:00.000","2020-08-11T00:00:00.000","11212","147","0","0"
"2022-02-22T00:00:00.000","2020-08-08T00:00:00.000","10465","28","0","0"
"2022-02-22T00:00:00.000","2021-02-04T00:00:00.000","11691","86","10","6"
"2022-02-22T00:00:00.000","2021-08-15T00:00:00.000","11413","28","2","0"
"2022-02-22T00:00:00.000","2020-10-27T00:00:00.000","11379","12","1","1"
"2022-02-22T00:00:00.000","2021-11-07T00:00:00.000","11421","32","1","0"
"2022-02-22T00:00:00.000","2020-08-24T00:00:00.000","10457","177","3","0"
"2022-02-22T00:00:00.000","2022-02-03T00:00:00.000","10302","26","2","0"
"2022-02-22T00:00:00.000","2021-01-02T00:00:00.000","10002","50","2","0"
"2022-02-22T00:00:00.000","2020-06-26T00:00:00.000","10037","29","0","0"
"2022-02-22T00:00:00.000","2022-02-16T00:00:00.000","10033","66","6","1"
"2022-02-22T00:00:00.000","2021-06-15T00:00:00.000","10075","29","1","0"
"2022-02-22T00:00:00.000","2020-08-11T00:00:00.000","10028","17","1","1"
"2022-02-22T00:00:00.000","2020-11-25T00:00:00.000","10005","8","0","0"
"2022-02-22T00:00:00.000","2021-10-29T00:00:00.000","10454","75","2","0"
"2022-02-22T00:00:00.000","2020-12-04T00:00:00.000","11433","38","1","0"
"2022-02-22T00:00:00.000","2021-08-05T00:00:00.000","10019","43","3","1"
"2022-02-22T00:00:00.000","2021-10-17T00:00:00.000","10128","30","1","0"
"2022-02-22T00:00:00.000","2021-01-26T00:00:00.000","10007","2","1","0"
"2022-02-22T00:00:00.000","2021-07-29T00:00:00.000","10065","25","1","0"
"2022-02-22T00:00:00.000","2020-08-20T00:00:00.000","11102","33","2","2"
"2022-02-22T00:00:00.000","2020-11-10T00:00:00.000","11364","5","1","0"
"2022-02-22T00:00:00.000","2021-02-16T00:00:00.000","10460","102","8","6"
"2022-02-22T00:00:00.000","2021-04-26T00:00:00.000","10014","26","0","0"
"2022-02-22T00:00:00.000","2021-03-03T00:00:00.000","11375","36","5","0"
"2022-02-22T00:00:00.000","2021-10-05T00:00:00.000","11372","69","6","0"
"2022-02-22T00:00:00.000","2022-02-03T00:00:00.000","10309","22","0","0"
"2022-02-22T00:00:00.000","2020-07-14T00:00:00.000","10459","65","1","1"
"2022-02-22T00:00:00.000","2021-05-13T00:00:00.000","10003","34","0","0"
"2022-02-22T00:00:00.000","2021-02-06T00:00:00.000","11224","65","12","1"
"2022-02-22T00:00:00.000","2021-09-15T00:00:00.000","11234","99","14","2"
"2022-02-22T00:00:00.000","2021-11-24T00:00:00.000","11372","63","6","1"
"2022-02-22T00:00:00.000","2020-04-14T00:00:00.000","10040","20","8","2"
"2022-02-22T00:00:00.000","2020-06-22T00:00:00.000","11418","27","2","1"
"2022-02-22T00:00:00.000","2021-03-23T00:00:00.000","11414","11","0","0"
"2022-02-22T00:00:00.000","2021-10-22T00:00:00.000","11361","11","0","0"
"2022-02-22T00:00:00.000","2021-06-02T00:00:00.000","11436","21","1","1"
"2022-02-22T00:00:00.000","2021-12-30T00:00:00.000","11221","133","22","4"
"2022-02-22T00:00:00.000","2021-10-21T00:00:00.000","11378","26","2","1"
"2022-02-22T00:00:00.000","2021-01-26T00:00:00.000","11219","58","1","1"
"2022-02-22T00:00:00.000","2021-10-02T00:00:00.000","11692","32","4","0"
"2022-02-22T00:00:00.000","2021-06-07T00:00:00.000","10004","5","0","0"
"2022-02-22T00:00:00.000","2021-09-24T00:00:00.000","11206","135","9","1"
"2022-02-22T00:00:00.000","2022-01-07T00:00:00.000","11215","32","7","0"
"2022-02-22T00:00:00.000","2021-09-21T00:00:00.000","11232","23","2","0"
"2022-02-22T00:00:00.000","2021-01-13T00:00:00.000","10026","40","1","0"
"2022-02-22T00:00:00.000","2020-07-29T00:00:00.000","10037","40","1","0"
"2022-02-22T00:00:00.000","2021-05-23T00:00:00.000","11691","82","4","0"
"2022-02-22T00:00:00.000","2020-12-06T00:00:00.000","10007","2","1","0"
"2022-02-22T00:00:00.000","2020-04-02T00:00:00.000","10001","33","4","0"
"2022-02-22T00:00:00.000","2021-03-19T00:00:00.000","10002","83","6","5"
"2022-02-22T00:00:00.000","2020-10-23T00:00:00.000","10021","26","0","0"
"2022-02-22T00:00:00.000","2021-07-08T00:00:00.000","10456","196","8","2"
"2022-02-22T00:00:00.000","2020-04-17T00:00:00.000","10460","48","13","5"
"2022-02-22T00:00:00.000","2022-01-15T00:00:00.000","10001","33","4","1"
"2022-02-22T00:00:00.000","2022-02-01T00:00:00.000","10475","36","2","2"
"2022-02-22T00:00:00.000","2021-02-14T00:00:00.000","10468","81","7","3"
"2022-02-22T00:00:00.000","2020-10-25T00:00:00.000","10462","74","2","0"
"2022-02-22T00:00:00.000","2020-12-16T00:00:00.000","11414","10","0","0"
"2022-02-22T00:00:00.000","2021-09-02T00:00:00.000","11217","27","0","0"
"2022-02-22T00:00:00.000","2020-10-01T00:00:00.000","10473","84","6","2"
"2022-02-22T00:00:00.000","2021-08-06T00:00:00.000","11692","29","1","0"
"2022-02-22T00:00:00.000","2020-08-12T00:00:00.000","11103","28","0","0"
"2022-02-22T00:00:00.000","2020-12-03T00:00:00.000","11358","7","0","0"
"2022-02-22T00:00:00.000","2020-07-31T00:00:00.000","11423","20","0","0"
"2022-02-22T00:00:00.000","2020-06-07T00:00:00.000","10033","27","0","0"
"2022-02-22T00:00:00.000","2021-08-14T00:00:00.000","10471","15","0","0"
"2022-02-22T00:00:00.000","2021-06-13T00:00:00.000","11691","94","4","0"
"2022-02-22T00:00:00.000","2021-12-06T00:00:00.000","11364","10","1","0"
"2022-02-22T00:00:00.000","2020-06-03T00:00:00.000","10310","16","0","0"
"2022-02-22T00:00:00.000","2020-10-13T00:00:00.000","11231","28","2","0"
"2022-02-22T00:00:00.000","2021-06-25T00:00:00.000","11354","50","5","3"
"2022-02-22T00:00:00.000","2021-07-27T00:00:00.000","11204","50","4","2"
"2022-02-22T00:00:00.000","2020-04-16T00:00:00.000","11413","14","0","0"
"2022-02-22T00:00:00.000","2020-05-26T00:00:00.000","10024","11","0","0"
"2022-02-22T00:00:00.000","2021-04-18T00:00:00.000","11692","27","1","1"
"2022-02-22T00:00:00.000","2021-01-02T00:00:00.000","10014","28","1","1"
"2022-02-22T00:00:00.000","2021-05-16T00:00:00.000","11213","87","2","1"
"2022-02-22T00:00:00.000","2020-03-24T00:00:00.000","11413","31","5","1"
"2022-02-22T00:00:00.000","2021-05-05T00:00:00.000","11362","7","1","0"
"2022-02-22T00:00:00.000","2020-07-05T00:00:00.000","11364","3","0","0"
"2022-02-22T00:00:00.000","2020-05-07T00:00:00.000","11215","27","0","0"
"2022-02-22T00:00:00.000","2021-08-30T00:00:00.000","10302","30","1","0"
"2022-02-22T00:00:00.000","2021-08-04T00:00:00.000","11229","68","9","3"
"2022-02-22T00:00:00.000","2020-03-28T00:00:00.000","10452","109","31","3"
"2022-02-22T00:00:00.000","2021-06-25T00:00:00.000","11213","98","2","0"
"2022-02-22T00:00:00.000","2021-06-07T00:00:00.000","11366","10","0","0"
"2022-02-22T00:00:00.000","2020-11-14T00:00:00.000","11375","36","3","0"
"2022-02-22T00:00:00.000","2020-12-16T00:00:00.000","10034","28","2","0"
"2022-02-22T00:00:00.000","2021-10-08T00:00:00.000","10010","24","1","0"
"2022-02-22T00:00:00.000","2021-02-07T00:00:00.000","10021","27","1","0"
"2022-02-22T00:00:00.000","2021-03-24T00:00:00.000","10027","88","6","1"
"2022-02-22T00:00:00.000","2021-07-24T00:00:00.000","10472","92","3","0"
"2022-02-22T00:00:00.000","2021-05-13T00:00:00.000","11229","63","3","2"
"2022-02-22T00:00:00.000","2021-09-13T00:00:00.000","10458","155","5","0"
"2022-02-22T00:00:00.000","2021-01-12T00:00:00.000","11357","11","3","2"
"2022-02-22T00:00:00.000","2021-12-11T00:00:00.000","11226","113","9","2"
"2022-02-22T00:00:00.000","2020-03-03T00:00:00.000","10451","122","9","5"
"2022-02-22T00:00:00.000","2021-11-24T00:00:00.000","11373","127","10","2"
"2022-02-22T00:00:00.000","2021-12-01T00:00:00.000","10028","29","3","1"
"2022-02-22T00:00:00.000","2020-04-29T00:00:00.000","11358","10","4","2"
"2022-02-22T00:00:00.000","2020-06-01T00:00:00.000","11211","30","2","1"
"2022-02-22T00:00:00.000","2021-03-01T00:00:00.000","11225","59","3","2"
"2022-02-22T00:00:00.000","2021-09-23T00:00:00.000","11223","70","13","1"
"2022-02-22T00:00:00.000","2020-10-03T00:00:00.000","11423","34","1","0"
"2022-02-22T00:00:00.000","2021-12-28T00:00:00.000","10455","133","31","2"
"2022-02-22T00:00:00.000","2021-03-20T00:00:00.000","11210","40","5","2"
"2022-02-22T00:00:00.000","2020-03-15T00:00:00.000","11414","12","3","1"
"2022-02-22T00:00:00.000","2021-02-05T00:00:00.000","11230","81","9","5"
"2022-02-22T00:00:00.000","2020-05-11T00:00:00.000","10466","57","4","1"
"2022-02-22T00:00:00.000","2021-09-02T00:00:00.000","10308","28","2","0"
"2022-02-22T00:00:00.000","2021-05-22T00:00:00.000","11432","66","4","0"
"2022-02-22T00:00:00.000","2021-05-20T00:00:00.000","11691","94","2","0"
"2022-02-22T00:00:00.000","2021-03-04T00:00:00.000","11416","24","0","0"
"2022-02-22T00:00:00.000","2020-03-11T00:00:00.000","11203","151","11","0"
"2022-02-22T00:00:00.000","2021-04-03T00:00:00.000","11434","51","5","2"
"2022-02-22T00:00:00.000","2021-05-27T00:00:00.000","10474","18","0","0"
"2022-02-22T00:00:00.000","2021-08-30T00:00:00.000","11412","44","0","0"
"2022-02-22T00:00:00.000","2022-01-28T00:00:00.000","11357","13","1","1"
"2022-02-22T00:00:00.000","2021-02-08T00:00:00.000","11220","90","6","4"
"2022-02-22T00:00:00.000","2021-05-19T00:00:00.000","10039","52","0","0"
"2022-02-22T00:00:00.000","2022-01-04T00:00:00.000","10026","84","14","5"
"2022-02-22T00:00:00.000","2021-06-01T00:00:00.000","11218","59","2","0"
"2022-02-22T00:00:00.000","2020-09-05T00:00:00.000","10001","36","0","0"
"2022-02-22T00:00:00.000","2021-02-05T00:00:00.000","11377","74","11","4"
"2022-02-22T00:00:00.000","2022-02-11T00:00:00.000","11201","54","1","0"
"2022-02-22T00:00:00.000","2021-10-14T00:00:00.000","11365","30","4","0"
"2022-02-22T00:00:00.000","2021-08-08T00:00:00.000","11373","84","4","2"
"2022-02-22T00:00:00.000","2021-04-10T00:00:00.000","10065","14","1","1"
"2022-02-22T00:00:00.000","2020-11-14T00:00:00.000","11104","15","1","0"
"2022-02-22T00:00:00.000","2021-10-10T00:00:00.000","11419","53","5","1"
"2022-02-22T00:00:00.000","2021-12-15T00:00:00.000","11694","17","1","0"
"2022-02-22T00:00:00.000","2020-09-09T00:00:00.000","10457","148","2","0"
"2022-02-22T00:00:00.000","2020-03-02T00:00:00.000","11209","77","1","0"
"2022-02-22T00:00:00.000","2021-04-01T00:00:00.000","11362","2","0","0"
"2022-02-22T00:00:00.000","2021-12-11T00:00:00.000","10021","32","1","0"
"2022-02-22T00:00:00.000","2021-05-11T00:00:00.000","11418","36","4","2"
"2022-02-22T00:00:00.000","2020-11-27T00:00:00.000","10034","36","4","2"
"2022-02-22T00:00:00.000","2022-01-26T00:00:00.000","11691","80","9","3"
"2022-02-22T00:00:00.000","2020-12-01T00:00:00.000","10460","97","3","0"
"2022-02-22T00:00:00.000","2021-11-16T00:00:00.000","10454","93","6","0"
"2022-02-22T00:00:00.000","2020-12-09T00:00:00.000","11366","7","0","0"
"2022-02-22T00:00:00.000","2021-07-12T00:00:00.000","11365","28","2","0"
"2022-02-22T00:00:00.000","2020-06-02T00:00:00.000","10033","44","0","0"
"2022-02-22T00:00:00.000","2020-08-10T00:00:00.000","11416","17","0","0"
"2022-02-22T00:00:00.000","2020-08-08T00:00:00.000","10306","44","2","0"
"2022-02-22T00:00:00.000","2020-09-08T00:00:00.000","11211","58","1","1"
"2022-02-22T00:00:00.000","2021-10-14T00:00:00.000","11225","71","4","1"
"2022-02-22T00:00:00.000","2020-08-17T00:00:00.000","10007","2","0","0"
"2022-02-22T00:00:00.000","2021-09-08T00:00:00.000","11427","24","0","0"
"2022-02-22T00:00:00.000","2020-07-08T00:00:00.000","11374","24","1","1"
"2022-02-22T00:00:00.000","2020-06-05T00:00:00.000","10037","32","2","2"
"2022-02-22T00:00:00.000","2020-12-01T00:00:00.000","11215","30","2","1"
"2022-02-22T00:00:00.000","2021-11-02T00:00:00.000","11214","80","0","0"
"2022-02-22T00:00:00.000","2021-11-02T00:00:00.000","11233","125","8","3"
"2022-02-22T00:00:00.000","2020-09-03T00:00:00.000","11215","31","1","0"
"2022-02-22T00:00:00.000","2020-09-17T00:00:00.000","11231","31","0","0"
"2022-02-22T00:00:00.000","2021-01-16T00:00:00.000","11239","17","3","1"
"2022-02-22T00:00:00.000","2021-03-01T00:00:00.000","10040","49","7","2"
"2022-02-22T00:00:00.000","2020-06-23T00:00:00.000","10016","71","1","0"
"2022-02-22T00:00:00.000","2021-01-20T00:00:00.000","10075","41","2","1"
"2022-02-22T00:00:00.000","2021-05-10T00:00:00.000","10010","14","0","0"
"2022-02-22T00:00:00.000","2022-02-13T00:00:00.000","11411","18","1","0"
"2022-02-22T00:00:00.000","2021-09-28T00:00:00.000","10464","5","0","0"
"2022-02-22T00:00:00.000","2020-12-26T00:00:00.000","11236","92","8","3"
"2022-02-22T00:00:00.000","2021-01-24T00:00:00.000","11693","8","3","1"
"2022-02-22T00:00:00.000","2020-05-05T00:00:00.000","10007","1","0","0"
"2022-02-22T00:00:00.000","2020-12-03T00:00:00.000","10459","76","4","1"
"2022-02-22T00:00:00.000","2022-01-25T00:00:00.000","11370","34","4","1"
"2022-02-22T00:00:00.000","2020-04-17T00:00:00.000","11236","53","17","8"
"2022-02-22T00:00:00.000","2021-10-24T00:00:00.000","11354","39","4","2"
"2022-02-22T00:00:00.000","2021-04-20T00:00:00.000","10009","56","1","0"
"2022-02-22T00:00:00.000","2021-01-29T00:00:00.000","11378","18","3","2"
"2022-02-22T00:00:00.000","2022-01-23T00:00:00.000","10458","130","9","5"
"2022-02-22T00:00:00.000","2020-06-11T00:00:00.000","11234","53","1","1"
"2022-02-22T00:00:00.000","2021-12-24T00:00:00.000","11373","105","23","2"
"2022-02-22T00:00:00.000","2021-06-10T00:00:00.000","10468","106","4","1"
"2022-02-22T00:00:00.000","2021-08-15T00:00:00.000","10010","12","0","0"
"2022-02-22T00:00:00.000","2020-12-31T00:00:00.000","10309","31","7","3"
"2022-02-22T00:00:00.000","2021-09-30T00:00:00.000","10002","94","5","3"
"2022-02-22T00:00:00.000","2020-05-31T00:00:00.000","11201","42","1","0"
"2022-02-22T00:00:00.000","2021-12-17T00:00:00.000","10458","147","18","0"
"2022-02-22T00:00:00.000","2020-07-30T00:00:00.000","11354","31","1","1"
"2022-02-22T00:00:00.000","2020-07-13T00:00:00.000","11109","1","0","0"
"2022-02-22T00:00:00.000","2021-11-02T00:00:00.000","11221","106","3","2"
"2022-02-22T00:00:00.000","2021-09-29T00:00:00.000","11432","99","6","0"
"2022-02-22T00:00:00.000","2020-03-11T00:00:00.000","11232","34","4","0"
"2022-02-22T00:00:00.000","2021-07-21T00:00:00.000","10312","53","2","1"
"2022-02-22T00:00:00.000","2021-11-10T00:00:00.000","10029","167","4","0"
"2022-02-22T00:00:00.000","2021-02-18T00:00:00.000","11228","22","2","1"
"2022-02-22T00:00:00.000","2021-07-28T00:00:00.000","10021","19","0","0"
"2022-02-22T00:00:00.000","2021-11-07T00:00:00.000","10028","32","4","0"
"2022-02-22T00:00:00.000","2020-12-18T00:00:00.000","11429","41","1","1"
"2022-02-22T00:00:00.000","2020-07-02T00:00:00.000","11356","14","1","0"
"2022-02-22T00:00:00.000","2021-08-25T00:00:00.000","10018","5","0","0"
"2022-02-22T00:00:00.000","2020-11-29T00:00:00.000","10469","64","4","1"
"2022-02-22T00:00:00.000","2020-11-02T00:00:00.000","11219","51","3","3"
"2022-02-22T00:00:00.000","2021-11-15T00:00:00.000","10030","67","8","1"
"2022-02-22T00:00:00.000","2020-06-23T00:00:00.000","11428","18","0","0"
"2022-02-22T00:00:00.000","2021-10-20T00:00:00.000","11377","85","6","2"
"2022-02-22T00:00:00.000","2021-11-28T00:00:00.000","11104","6","1","0"
"2022-02-22T00:00:00.000","2020-10-02T00:00:00.000","10459","73","2","1"
"2022-02-22T00:00:00.000","2021-06-01T00:00:00.000","10036","27","2","1"
"2022-02-22T00:00:00.000","2021-07-23T00:00:00.000","10454","68","5","0"
"2022-02-22T00:00:00.000","2021-04-08T00:00:00.000","11693","11","0","0"
"2022-02-22T00:00:00.000","2020-07-02T00:00:00.000","11420","39","1","0"
"2022-02-22T00:00:00.000","2022-02-07T00:00:00.000","11204","52","4","1"
"2022-02-22T00:00:00.000","2020-04-26T00:00:00.000","10304","21","3","1"
"2022-02-22T00:00:00.000","2021-02-09T00:00:00.000","11214","53","8","4"
"2022-02-22T00:00:00.000","2021-09-24T00:00:00.000","10018","8","0","0"
"2022-02-22T00:00:00.000","2020-08-04T00:00:00.000","11203","100","0","0"
"2022-02-22T00:00:00.000","2021-04-21T00:00:00.000","11385","89","3","0"
"2022-02-22T00:00:00.000","2021-01-31T00:00:00.000","10458","94","6","1"
"2022-02-22T00:00:00.000","2021-05-13T00:00:00.000","11379","25","2","1"
"2022-02-22T00:00:00.000","2021-09-03T00:00:00.000","11432","79","0","0"
"2022-02-22T00:00:00.000","2020-10-07T00:00:00.000","11354","36","4","3"
"2022-02-22T00:00:00.000","2021-02-05T00:00:00.000","11361","12","3","2"
"2022-02-22T00:00:00.000","2021-04-26T00:00:00.000","11427","31","3","0"
"2022-02-22T00:00:00.000","2021-07-01T00:00:00.000","10128","35","0","0"
"2022-02-22T00:00:00.000","2021-05-06T00:00:00.000","10473","81","5","1"
"2022-02-22T00:00:00.000","2021-08-26T00:00:00.000","11355","52","7","4"
"2022-02-22T00:00:00.000","2021-02-28T00:00:00.000","10007","2","0","0"
"2022-02-22T00:00:00.000","2020-04-08T00:00:00.000","11233","67","12","6"
"2022-02-22T00:00:00.000","2020-11-25T00:00:00.000","10470","9","2","1"
"2022-02-22T00:00:00.000","2020-05-22T00:00:00.000","11415","4","0","0"
"2022-02-22T00:00:00.000","2020-04-30T00:00:00.000","10009","24","2","2"
"2022-02-22T00:00:00.000","2020-06-22T00:00:00.000","10037","30","1","1"
"2022-02-22T00:00:00.000","2021-07-15T00:00:00.000","11208","125","5","0"
"2022-02-22T00:00:00.000","2022-01-22T00:00:00.000","10004","1","0","0"
"2022-02-22T00:00:00.000","2021-08-03T00:00:00.000","11416","24","2","2"
"2022-02-22T00:00:00.000","2020-09-30T00:00:00.000","11375","30","0","0"
"2022-02-22T00:00:00.000","2022-01-12T00:00:00.000","11236","116","15","4"
"2022-02-22T00:00:00.000","2021-03-25T00:00:00.000","10461","69","6","1"
"2022-02-22T00:00:00.000","2020-03-13T00:00:00.000","11354","40","9","3"
"2022-02-22T00:00:00.000","2021-05-12T00:00:00.000","11362","2","0","0"
"2022-02-22T00:00:00.000","2021-01-18T00:00:00.000","11104","17","0","0"
"2022-02-22T00:00:00.000","2022-01-21T00:00:00.000","10007","3","0","0"
"2022-02-22T00:00:00.000","2020-07-17T00:00:00.000","10035","71","1","0"
"2022-02-22T00:00:00.000","2020-09-09T00:00:00.000","10308","22","2","0"
"2022-02-22T00:00:00.000","2020-10-05T00:00:00.000","11433","47","0","0"
"2022-02-22T00:00:00.000","2021-11-15T00:00:00.000","11693","11","1","0"
"2022-02-22T00:00:00.000","2021-07-06T00:00:00.000","11233","129","7","1"
