"borough","closuretype","editdate","gispropnum","name","omppropid","parkdistrict","propertyname","red_sign_installed","status","subpropertyname","system","yellow_sign_removed","polygon","approx_date_closed","approx_date_reopened"
"M","Completely Locked","2020-07-07T12:34:23.000","M098","Washington Square Park Dog Run","M098-ZN01","M-02","Washington Square Park","true","Reopened","Washington Square Park Western Half","M098-DOGAREA0028",,"POLYGON ((-73.9984926332614 40.730799113004686, -73.99843873577547 40.730779569453226, -73.99838858150305 40.73075492454887, -73.99834300025876 40.73072558713914, -73.99830274609009 40.73069204171409, -73.99824366491809 40.73063278647392, -73.99819196351383 40.73056966453587, -73.99818665228636 40.73055857289004, -73.9981839488967 40.73054694818414, -73.99818393619707 40.730535143418926, -73.99818661417629 40.73052351609627, -73.99819189996035 40.73051241741296, -73.99819963609914 40.73050218415631, -73.99820958701567 40.73049312609715, -73.99822145202754 40.73048551698469, -73.99823487126646 40.73047958824366, -73.99824943751553 40.730475519068385, -73.9982585984999 40.73048004246118, -73.9983275929803 40.7305141088175, -73.99842307029542 40.73056072678449, -73.99847280302419 40.73058500966453, -73.99849115820183 40.730593971766346, -73.99849579967373 40.730596237506255, -73.99851176842293 40.73060403431569, -73.99858352248701 40.73063906950074, -73.99859804708318 40.730646161182285, -73.99862153266072 40.7306577555117, -73.99868136173296 40.730687291987834, -73.9986921066179 40.730693401159435, -73.99870139426945 40.73070076382131, -73.99870897373395 40.73070918275965, -73.99871464259216 40.73071843104443, -73.99871824814288 40.730728260133866, -73.99871969332186 40.73073840527768, -73.99871893906922 40.7307485936214, -73.99871600432947 40.73075855051013, -73.99871097078639 40.73076800939415, -73.99870397102572 40.730776714530286, -73.99869519563748 40.730784431788166, -73.99868487901057 40.73079095495364, -73.99867330051696 40.73079610662937, -73.99862619958927 40.73080372077609, -73.99857818252147 40.730806465843315, -73.99853511723201 40.730804749835016, -73.9984926332614 40.730799113004686))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-07-06T15:17:40.000","M071","Riverside Park Dog Run (105th St)","M071-ZN14","M-14","Riverside Park",,"Reopened","Terrace Promenade South","M071-DOGAREA0017",,"POLYGON ((-73.97144791980544 40.80271155887987, -73.97140183975485 40.80268596338522, -73.97136167653049 40.80265514374743, -73.97132844656308 40.80261987915684, -73.97130298610253 40.802581060421005, -73.97128594056413 40.80253966564742, -73.97127773965073 40.80249674312757, -73.9712785902609 40.802453374413936, -73.97128847057307 40.80241065630861, -73.97130713124828 40.80236966574375, -73.97133410136591 40.80233143997283, -73.97136869910493 40.80229694325498, -73.97141005189947 40.80226704704993, -73.97145711422543 40.80224250570967, -73.97150869841829 40.8022239393775, -73.9715635019359 40.802211816885965, -73.97162014054238 40.80220644495991, -73.97167718386203 40.80220795741952, -73.97173319211146 40.80221631879167, -73.97178674928256 40.80223131531312, -73.97144791980544 40.80271155887987))","2020-04-09T13:40:49.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-07-08T11:59:18.000","M058","Marcus Garvey Park Dog Run","M058-ZN02","M-11","Marcus Garvey Park","true","Reopened","Marcus Garvey Park Zone 2","M058-DOGAREA0016",,"POLYGON ((-73.94342049558139 40.8028255155514, -73.94338628880008 40.80287343231597, -73.94337809819896 40.802870135168575, -73.9433693023125 40.80286791111796, -73.94336014402158 40.802866822417776, -73.94335087571524 40.80286689890845, -73.94334174980969 40.802868138012514, -73.94333301993336 40.802870505635696, -73.9433249255202 40.802873937059886, -73.94331768706884 40.802878337841214, -73.94331150613955 40.80288358741219, -73.94330655113313 40.802889539974885, -73.94330295965307 40.802896033507416, -73.94330082902601 40.80290288885836, -73.94330021866513 40.80290991785285, -73.943301144142 40.80291692599075, -73.94330358191965 40.80292372145422, -73.94330746342466 40.802930117806135, -73.94331268333771 40.802935939397265, -73.94331909722057 40.80294102496708, -73.94332652743529 40.802945234850725, -73.94333477262113 40.802948454585696, -73.94330465745946 40.802992462469504, -73.94330056446617 40.80299922860633, -73.94330009171283 40.80299913382145, -73.94328607766369 40.80301961237767, -73.94327187327997 40.80301590433792, -73.94325742902546 40.803012774298736, -73.9432427863687 40.80301023128534, -73.94321118363756 40.80300313149621, -73.94319625146359 40.80300241004357, -73.94318128912717 40.803002317122385, -73.94316634284635 40.80300285095443, -73.94315145765252 40.803004011561924, -73.94313667976593 40.80300579446517, -73.94312205422331 40.803008193382944, -73.9431076236907 40.80301120293336, -73.94309239758945 40.80301468034868, -73.94307741630712 40.80301872429673, -73.94306271421823 40.80302332488905, -73.94304832925324 40.80302847133852, -73.9430342957891 40.80303415105522, -73.94302064820424 40.803040349648334, -73.94300741969293 40.803047051825956, -73.94299464226442 40.80305424229549, -73.94298234793024 40.80306190306298, -73.94297056514698 40.80307001613268, -73.94295367754616 40.80308183673061, -73.94293729560938 40.80309406099992, -73.94292143356891 40.80310667544029, -73.94290611039554 40.80311966835489, -73.94289133913729 40.80313302534241, -73.94287713639497 40.80314673470482, -73.94286351640328 40.80316078024034, -73.9428504922086 40.803175149348746, -73.94283807804581 40.80318982582824, -73.94282628696152 40.803204797078585, -73.94281512845177 40.803220045094584, -73.94280461674842 40.80323555727658, -73.94279476134842 40.80325131471899, -73.94278557174417 40.803267303919135, -73.94274429930024 40.80325148507495, -73.9428069098966 40.803166512661306, -73.94289458724344 40.80304751917667, -73.94294852585945 40.80297431460984, -73.94295813473423 40.80296127383695, -73.94307294076992 40.80280210616666, -73.94308357385361 40.80278862104221, -73.94308704655037 40.80278662995261, -73.9431046886518 40.80277651615252, -73.94320687595123 40.802753168877764, -73.94320831362967 40.80275291024234, -73.943226937167 40.80275223233512, -73.94323584307335 40.80275326509073, -73.94324541953318 40.80275451069351, -73.94333591915203 40.80279045540587, -73.94338178027525 40.80280866981951, -73.94342049558139 40.8028255155514))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-07-07T13:06:26.000","M052","Madison Square Park Dog Run","M052","M-05","Madison Square Park","true","Reopened",,"M052-DOGAREA0013",,"POLYGON ((-73.98877885626241 40.74210582626824, -73.98876148880395 40.742147240691985, -73.98872435887479 40.7422357812122, -73.98864932290556 40.742414708176156, -73.98861652185819 40.742492926573796, -73.98854859917655 40.74265489312077, -73.98854409467528 40.74266563391929, -73.98852258002655 40.742703757438946, -73.98851553305613 40.742703467673756, -73.98850856669374 40.74270261149732, -73.98850175789674 40.74270119612139, -73.98849518717249 40.742699239564224, -73.98848892555587 40.74269676344507, -73.98848304526484 40.74269379478644, -73.98847761378012 40.74269036781437, -73.98847269147758 40.742686522157264, -73.98846833281276 40.7426823001445, -73.98846458987212 40.74267775040879, -73.98846150171802 40.74267292338238, -73.98845910622798 40.74266787400009, -73.98845307440686 40.74265115728563, -73.98844879438201 40.74263725663163, -73.98844729670081 40.74263699173239, -73.9884471958111 40.74263161659649, -73.98844352087782 40.742617263047975, -73.98844001336792 40.7426001341538, -73.98843388276794 40.74257959297532, -73.98842850283141 40.74255893030343, -73.98842387592293 40.74253816234764, -73.9884200067748 40.74251730531763, -73.98841689775165 40.742496374522275, -73.98841455121787 40.74247538617103, -73.98841296835374 40.74245435737368, -73.988412152708 40.742433302538785, -73.98841210309287 40.74241223877581, -73.98841281950507 40.74239118139341, -73.98841430075686 40.74237014750102, -73.98841654802868 40.74234915330798, -73.98841955776525 40.742328214122374, -73.98842332759516 40.74230734615305, -73.98842654767603 40.74229551381523, -73.98843060716285 40.74228383104572, -73.98843549302559 40.74227233296299, -73.98844119223416 40.74226105378488, -73.98844768820702 40.742250026828295, -73.98845496081084 40.74223928360892, -73.98846298872834 40.74222885654265, -73.98847741264949 40.742210319249594, -73.98849257529783 40.742192126922674, -73.98850846364651 40.74217429666992, -73.98852506348459 40.74215684559929, -73.98854235823372 40.74213978901737, -73.98856033131531 40.74212314313139, -73.98857896733493 40.74210692414866, -73.98859824734643 40.74209114737552, -73.98860392520285 40.742086776876576, -73.98861815477183 40.74207582631772, -73.98863866948102 40.74206097718197, -73.98877885626241 40.74210582626824))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-07-07T14:57:28.000","M108N","Peter Detmold Park Dog Run","M108N","M-06","Peter Detmold Park","true","Reopened",,"M108N-DOGAREA0035",,"POLYGON ((-73.96381290702458 40.753634992308044, -73.96351776014289 40.75351339489209, -73.96354669288722 40.753480969641416, -73.9635883721951 40.753441631629684, -73.96363083573927 40.75340812642509, -73.96367344454615 40.753379600146005, -73.96370760193737 40.753355415227674, -73.96373659429453 40.75333282707068, -73.96375732786098 40.75331535027953, -73.9637772564557 40.75329737615236, -73.96380885862514 40.75326613313766, -73.9641398568548 40.7529233556265, -73.9641521182775 40.752911123372, -73.96416835532176 40.75289592248529, -73.96419594107456 40.752872349521034, -73.96422445898601 40.752850520218644, -73.96423130472299 40.7528458613272, -73.96425948370546 40.75282668209902, -73.96427903138941 40.75281408558555, -73.96430737050757 40.752794342678655, -73.96433050764021 40.75277677197469, -73.96436304857733 40.752749506630096, -73.96439338176134 40.75272089523821, -73.96460400130853 40.75249559419091, -73.96463283609752 40.752507558161724, -73.96434047265376 40.75282477471425, -73.96438623703395 40.75284408220668, -73.96394753986357 40.75344926832666, -73.96381290702458 40.753634992308044))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-07-06T13:33:58.000","M099","J. Hood Wright Park Dog Run","M099","M-12","J. Hood Wright Park","true","Reopened",,"M099-DOGAREA0030",,"POLYGON ((-73.94218065781386 40.846406995874204, -73.9423246469344 40.84643208453738, -73.9421605259293 40.846827268998545, -73.94207677289461 40.84680721353067, -73.94211357639084 40.846700778497265, -73.9421416012556 40.84659281271284, -73.94216073925664 40.846483733957825, -73.94218065781386 40.846406995874204))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-07-06T13:06:17.000","M029","Fort Tryon Park Dog Run","M029-ZN03","M-12","Fort Tryon Park","true","Reopened","Fort Tryon Park Zone 3","M029-DOGAREA0008",,"POLYGON ((-73.93196990995385 40.861950155930536, -73.93197908887853 40.861935365390046, -73.93198484214975 40.86191960930507, -73.93198700562299 40.86190334232688, -73.93198551714609 40.86188703177337, -73.93198041775604 40.86187114592341, -73.93197185524765 40.86185614411363, -73.93196007707742 40.861842456022906, -73.93194541969332 40.86183047716391, -73.93192830736679 40.86182055087253, -73.93190923084855 40.86181296289272, -73.9318887402612 40.8618079323673, -73.93186742375842 40.86180560372129, -73.9318458968528 40.861806043954054, -73.93182477632503 40.86180923992254, -73.93180467073363 40.86181510013673, -73.9317861602507 40.861823455647986, -73.9317697764925 40.861834066340585, -73.93175598946537 40.861846627227315, -73.93169374582351 40.86195023139925, -73.93166674037484 40.86194019115322, -73.93164232875313 40.861926862046936, -73.93162119850972 40.86191062089431, -73.93160394459599 40.861891924598275, -73.93159105395429 40.861871300235904, -73.93158288892961 40.861849328839675, -73.93157968135496 40.8618266300852, -73.93158152071007 40.86180384427433, -73.93158835532708 40.861781613425734, -73.93159999241028 40.86176056326477, -73.93161610398259 40.861741287919145, -73.93163623520843 40.86172433101347, -73.93190643750599 40.86141571183196, -73.93192958675947 40.861399141164604, -73.93195601115984 40.86138568812006, -73.93198499156497 40.86137571877161, -73.93201573776422 40.86136950640071, -73.93204741102558 40.861367219804244, -73.93207914781944 40.86136892060682, -73.93211008353971 40.86137456327518, -73.93213937503955 40.86138399423076, -73.9321662231628 40.86139695546476, -73.93218989645564 40.861413093556834, -73.93220974894807 40.8614319695907, -73.93222524030757 40.86145306817048, -73.9322435488017 40.86151824739434, -73.9322570674596 40.861583851535116, -73.93226543748564 40.86164812262725, -73.9322684788208 40.86170965760262, -73.93226615977012 40.86176695352519, -73.93225854962182 40.861819511563965, -73.93224574868971 40.86186665190687, -73.93222788077969 40.86190792347961, -73.93220571800536 40.861942193917095, -73.9321790127578 40.86197034645219, -73.93214790870903 40.86199223168495, -73.93211253405228 40.8620077614394, -73.93207305847024 40.86201687367755, -73.93202956144962 40.862019560337764, -73.93198215568836 40.86201581517845, -73.93193093963889 40.86200564635731, -73.93196990995385 40.861950155930536))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-07-07T14:57:14.000","M108Q1","Andrew Haswell Green Dog Run","M108T-ZN05","M-15","Andrew Haswell Green Park","true","Reopened","East River Esplanade Zone 5","M108Q1-DOGAREA0036",,"POLYGON ((-73.95706680567581 40.7601109430736, -73.9570216373943 40.76018383289717, -73.95701031785221 40.760187713451096, -73.95699988808896 40.76019283793315, -73.95699058621948 40.76019909206822, -73.95698261958509 40.76020633455486, -73.95697616830314 40.76021440156873, -73.95688315537812 40.76028063403741, -73.95685839522841 40.76029015480936, -73.9568197454112 40.76033671983673, -73.95680445895532 40.7603380162359, -73.95678968993953 40.760341282230925, -73.95677587305921 40.76034642163115, -73.95676341699112 40.760353283305484, -73.95675268781159 40.7603616647782, -73.95674400425571 40.76037131763017, -73.95673761994608 40.76038195829816, -73.95672856398475 40.76037602597391, -73.95670477759717 40.760394143296494, -73.95668119554543 40.76041672269188, -73.95666296218022 40.760413133626535, -73.95664711401022 40.760407674207066, -73.95663385468889 40.760400413850085, -73.95662340915226 40.760391474209214, -73.956615940761 40.76038096430786, -73.95661168855459 40.760369169696624, -73.956610756556 40.760356386681025, -73.9566131753226 40.76034297187259, -73.95661881425916 40.7603294186985, -73.9566275287146 40.760315981946604, -73.95663909344844 40.76030300552433, -73.95665325839295 40.76029076849314, -73.95666965741074 40.760279565179445, -73.95668810449864 40.76026950267241, -73.95673018329032 40.760253295891964, -73.95675419409463 40.76022141893555, -73.95677617769468 40.76019817885493, -73.95680275293684 40.76017648575795, -73.95684242744854 40.76014945666922, -73.95686330402357 40.76012204051645, -73.95688553732364 40.76009897520604, -73.95690843053548 40.76008096737285, -73.95693161279843 40.760068302337906, -73.95695465766573 40.76006115013709, -73.95697761019895 40.76005942884137, -73.95700036381349 40.760063145615106, -73.95702285101827 40.76007228872663, -73.95703626940869 40.76007709612362, -73.95702465369865 40.7600958403001, -73.95706680567581 40.7601109430736))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"Q","Completely Locked","2020-07-06T19:47:46.000","Q015","Forest Park Dog Run","Q015-ZN07","Q-16","Forest Park",,"Reopened","Tennis Courts - Forest Parkway","Q015-DOGAREA0006",,"POLYGON ((-73.86018266254077 40.6969147483209, -73.86008923998895 40.696680185173214, -73.86042866168597 40.696641523104105, -73.86047124433975 40.69663776196159, -73.86070544809277 40.696615172609874, -73.86081160898239 40.696746821058916, -73.86018266254077 40.6969147483209))","2020-04-09T14:17:15.000","2020-07-06T17:00:00.000"
"M","Completely Locked","2020-07-06T13:07:11.000","M037","Highbridge Park Dog Run","M037-ZN04","M-12A","Highbridge Park","true","Reopened","Highbridge Park Zone 4","M037-DOGAREA0009",,"POLYGON ((-73.92499381237897 40.85591775325243, -73.92484786736857 40.85594025429846, -73.92482898052705 40.85599265867871, -73.92477719141174 40.856004537519404, -73.924758316626 40.856046219748364, -73.92478807400636 40.85609269908708, -73.92478961882799 40.856114142586996, -73.92481720644929 40.85612340500928, -73.92481852154344 40.85613195242681, -73.92482116871396 40.85614031971361, -73.9248251125167 40.856148387081205, -73.92467389245716 40.85611256686829, -73.92468079553205 40.85609319731023, -73.92487498298973 40.85554834220987, -73.9249921960796 40.85556632564277, -73.92497536539112 40.85563605413478, -73.92496707752534 40.85570666345719, -73.92496740434713 40.85577755213048, -73.9249763406356 40.855848115921624, -73.92499381237897 40.85591775325243))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-07-07T12:38:20.000","M291","Fishbridge Garden Dog Run","M291","M-01","Fishbridge Garden","true","Reopened",,"M291-DOGAREA0043",,"POLYGON ((-74.0016459156729 40.70932680472402, -74.00098833771663 40.708795070391744, -74.00099960334362 40.70878952584789, -74.00101171034044 40.70878356706041, -74.00117387177642 40.708936336320384, -74.00121032168734 40.70891326755149, -74.00122671644164 40.70892831491747, -74.00126161258909 40.708906854461624, -74.00138574985007 40.709023146830766, -74.00138872482171 40.70902131965804, -74.0016733873722 40.70930600882747, -74.0016459156729 40.70932680472402))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-06-22T15:54:11.000","M017","Corlears Hook Park Dog Run","M017","M-03","Corlears Hook Park","true","UnderConstruction",,"M017-DOGAREA0002",,"POLYGON ((-73.97947522594801 40.71185518271781, -73.97925920753133 40.71187147476237, -73.97916234290628 40.71187871178392, -73.97915816630764 40.711754716103755, -73.97915805140278 40.71175129144064, -73.97959369672077 40.71172298449056, -73.97960349821884 40.71172176603555, -73.97960624126506 40.71172219966719, -73.97960874272988 40.71172316545783, -73.97961082512052 40.711724594937195, -73.97961234408942 40.71172638902364, -73.97961319435028 40.71172842162692, -73.97962167918412 40.71183012320905, -73.97962164991688 40.71183295260859, -73.97962083605907 40.71183571162938, -73.97961927670117 40.71183827780888, -73.97961704051761 40.71184053409281, -73.97961423049803 40.71184237784117, -73.97961097211089 40.71184372622922, -73.9795973762562 40.71184583191597, -73.97959564718714 40.711846099961726, -73.97958627186102 40.71184680700155, -73.97947522594801 40.71185518271781))","2020-04-09T13:21:28.000",
"M","Completely Locked","2020-07-07T12:08:00.000","M019","Coleman Oval Park Dog Run","M019","M-03","Coleman Playground","true","Reopened",,"M019-DOGAREA0003",,"POLYGON ((-73.99349109050381 40.71116987740713, -73.99327383835828 40.71118958880594, -73.99315204676107 40.7110667573572, -73.99311565634405 40.7109337092184, -73.99310965516857 40.71091176971447, -73.99313098530746 40.710908391372165, -73.99320607982884 40.7108964982797, -73.9932264494017 40.71097097082347, -73.99324661742484 40.71096777699606, -73.99341922423967 40.710940440280595, -73.99349109050381 40.71116987740713))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-07-07T14:04:06.000","M081","Carl Schurz Park Small Dog Run","M081-ZN01","M-08","Carl Schurz Park","true","Reopened","Carl Schurz Main Lawn","M081-DOGAREA0024",,"POLYGON ((-73.94401950747532 40.77387983868986, -73.9438994915702 40.77404358271198, -73.94374677161186 40.77396428740717, -73.943838523 40.77387021969613, -73.94385455288842 40.77386080014223, -73.94387236846988 40.773853465219815, -73.94389150524782 40.773848407409574, -73.94391146324136 40.77384575884142, -73.94393172238613 40.773845588600565, -73.94395175319698 40.77384790003133, -73.9439710333483 40.77385263434716, -73.94398905833721 40.77385966703379, -73.9440053580608 40.77386881506121, -73.94401950747532 40.77387983868986))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-07-07T14:04:06.000","M081","Carl Schurz Park Large Dog Run","M081-ZN01","M-08","Carl Schurz Park","true","Reopened","Carl Schurz Main Lawn","M081-DOGAREA0023",,"POLYGON ((-73.94404415590047 40.774331486213754, -73.9438373832415 40.774239894518374, -73.94382643585732 40.77423275629825, -73.94381727587844 40.774224287104694, -73.94381017908574 40.77421474281548, -73.94380535845403 40.77420440899438, -73.94380295941724 40.7741935972865, -73.94380305395585 40.77418263370923, -73.94380563942212 40.77417184694481, -73.94381063854586 40.77416156203697, -73.94381789944362 40.7741520895849, -73.94382720392191 40.77414371223973, -73.94383827340081 40.77413668380699, -73.94385077366432 40.77413121484097, -73.94386432907608 40.77412747085087, -73.94387853087878 40.77412556329947, -73.94389295377584 40.774125551412745, -73.94390716186172 40.77412743317731, -73.94392072875173 40.774131153455166, -73.94412750237221 40.774222745003016, -73.94413811616047 40.774229391358226, -73.94414714044709 40.774237278735576, -73.94415433021521 40.77424618999545, -73.94415948548239 40.774255881004954, -73.94416246669468 40.77426608694893, -73.9441631911699 40.77427652592999, -73.9441616390093 40.774286912479155, -73.94415785427832 40.77429696205877, -73.94415193907717 40.77430639916414, -73.94414405590423 40.774314964528934, -73.94413442172585 40.77432242412713, -73.94412329968209 40.77432857187081, -73.94411099552524 40.77433323951374, -73.94409784695556 40.774336300248414, -73.94408421414506 40.774337668701676, -73.94407047143959 40.774337308134314, -73.94405699551481 40.77433522863479, -73.94404415590047 40.774331486213754))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"B","Completely Locked","2020-07-07T12:20:14.000","B223DA","Adam Yauch Park Dog Run","B223DA","B-02","Adam Yauch Park",,"Reopened",,"B223DA-DOGAREA0034",,"POLYGON ((-73.99913350399208 40.69228955053952, -73.99913639880681 40.692303601265095, -73.99914871154286 40.692363349491444, -73.99916103021606 40.69242312833349, -73.99917361838577 40.69250457261666, -73.99901879475226 40.69246203747281, -73.9990695705892 40.692357228992705, -73.9990775968651 40.69233892252935, -73.99908001520235 40.69233022719555, -73.99908207512424 40.69231726792989, -73.99908231547519 40.69230378184966, -73.99908067709114 40.6922905758139, -73.9990774226089 40.692278233357094, -73.99907356472244 40.69226839792346, -73.99906263096669 40.69224948526147, -73.99905441462714 40.69223919863458, -73.9990431199329 40.69222793132287, -73.99910772803034 40.69221597393013, -73.99913350399208 40.69228955053952))","2020-04-10T10:35:59.000","2020-07-07T00:00:00.000"
"B","Completely Locked","2020-07-07T12:20:14.000","B066","Owl's Head Park Dog Run","B066","B-10","Owl's Head Park",,"Reopened",,"B066-DOGAREA0018",,"POLYGON ((-74.0351633032459 40.639942598322094, -74.03530721264245 40.64000092854374, -74.0350993631074 40.640282142180034, -74.03489928765335 40.640481152839044, -74.0344068189455 40.640794616854684, -74.03431761765228 40.640680276756754, -74.0344328529723 40.64061430093952, -74.03454342211278 40.64054384362673, -74.03464902253155 40.64046909493232, -74.03474936943054 40.64039025847316, -74.03484419102492 40.64030754776811, -74.03493322736159 40.640221187138835, -74.03501623977645 40.64013141170672, -74.03509300143548 40.64003846469393, -74.0351633032459 40.639942598322094))","2020-04-09T16:11:51.000","2020-07-07T00:00:00.000"
"B","Completely Locked","2020-07-06T12:50:14.000","B114","McGolrick Park Dog Run","B114","B-01","Msgr. McGolrick Park",,"Reopened",,"B114-DOGAREA0029",,"POLYGON ((-73.94391776901901 40.723233635862435, -73.94378801236014 40.72335722965118, -73.94378129000435 40.72336204499541, -73.94377369009132 40.723366032342405, -73.94376538550652 40.723369102626094, -73.9437565680586 40.72337118479969, -73.94374743782265 40.72337223033342, -73.94373820550526 40.72337221591687, -73.94363768756573 40.723361444388615, -73.94363863522683 40.72335215339553, -73.94358420770762 40.72334585379056, -73.94352924545812 40.723343436894616, -73.94347422663749 40.723344924553814, -73.94347797678499 40.72335421875236, -73.94341565159684 40.72335546956467, -73.94335417298282 40.72336335391271, -73.94329475309623 40.72337771660666, -73.94327803690999 40.72338159497176, -73.94326069883165 40.72338326047617, -73.94324323957969 40.723382665639306, -73.94322616692004 40.723379826920805, -73.94320532072342 40.72326740513763, -73.94344970006432 40.72324373846589, -73.9434526928673 40.723256996336325, -73.94351564491815 40.723250593996646, -73.94351350886186 40.72323755897397, -73.94372228505738 40.723217339411924, -73.94372423450727 40.72322853820057, -73.94378624728441 40.72322285025838, -73.94378505094174 40.72321126101735, -73.94390425211353 40.72319971608942, -73.94390482148579 40.723199660535236, -73.94392718212595 40.72321148250999, -73.94391776901901 40.723233635862435))","2020-04-09T14:01:03.000","2020-07-06T00:00:00.000"
"B","Completely Locked","2020-07-06T12:50:14.000","B058","McCarren Park Dog Run","B058-ZN05","B-01","McCarren Park",,"Reopened","McCarren Park Zone 5","B058-DOGAREA0016",,"POLYGON ((-73.95314871585121 40.719956793001145, -73.95286882601836 40.720219677165296, -73.95286263407012 40.72022563420438, -73.9528552413959 40.720230736167615, -73.95284684693318 40.72023484625881, -73.95283768037628 40.72023785110752, -73.95282798914955 40.72023967066969, -73.95281803722608 40.7202402555252, -73.95280809447372 40.720239588674914, -73.95279843073568 40.72023768823974, -73.95278930754573 40.72023460655651, -73.95278097339578 40.720230427474704, -73.95277365308579 40.72022526365042, -73.95276754772411 40.72021925564585, -73.95276282171149 40.720212567421484, -73.95275960274674 40.7202053782313, -73.9527224055656 40.71998647423498, -73.95294672462722 40.71996600298782, -73.95297496334085 40.71996281411324, -73.95300216527427 40.71995622448324, -73.95302762726266 40.71994640400811, -73.9530506934261 40.71993360636531, -73.95307076701017 40.71991816270064, -73.95314871585121 40.719956793001145))","2020-04-09T14:01:36.000","2020-07-06T00:00:00.000"
"B","Completely Locked","2020-07-07T12:20:14.000","B223G","Hillside Park Dog Run","B223G","B-02","Hillside Dog Park",,"Reopened",,"B223G-DOGAREA0035",,"POLYGON ((-73.99485938863606 40.70102059449018, -73.99482128034319 40.700972916076054, -73.99491637603575 40.70099931071934, -73.99492331858428 40.701008131540505, -73.99492829217563 40.70101769159485, -73.99493116312274 40.70102773873337, -73.99493185571787 40.70103800730182, -73.9949303534153 40.701048225344955, -73.99492669409818 40.701058123611276, -73.99457895589458 40.701808208974754, -73.99450795529913 40.70183384678403, -73.99388443389668 40.70165190834067, -73.99390365286453 40.701618545394375, -73.99391586125681 40.701583321616766, -73.99392076556165 40.70154708437625, -73.99391824620352 40.701510706263484, -73.99390836464336 40.701475062578844, -73.99404247165418 40.70142842578239, -73.99417301740405 40.70137626310798, -73.99429960901948 40.70131873213778, -73.99442186546275 40.70125600576452, -73.99453941989833 40.701188273091994, -73.99465191850997 40.701115736733215, -73.99467553050464 40.70109455778665, -73.9947032149374 40.70107645877356, -73.99473428549675 40.701061887214095, -73.99476797423722 40.70105120507649, -73.994803446962 40.70104467527016, -73.99485938863606 40.70102059449018))","2020-04-10T10:08:19.000","2020-07-07T00:00:00.000"
"B","Completely Locked","2020-07-07T10:21:21.000","B088","Herbert Von King Park Dog Run","B088","B-03","Herbert Von King Park",,"Reopened",,"B088-DOGAREA0024",,"POLYGON ((-73.947974331475 40.689905437981515, -73.9479650580358 40.6899261555025, -73.94795144278021 40.6899454329392, -73.94793385640358 40.68996274906047, -73.94791277367146 40.689977632210415, -73.94788876867305 40.689989679217064, -73.94786248997013 40.689998564386656, -73.94783465349379 40.690004045803995, -73.94780601059412 40.690005975224075, -73.94777734212309 40.69000429987033, -73.94774942294076 40.68999906512024, -73.94772301126856 40.68999041269933, -73.9476988226632 40.689978578868434, -73.94773553952149 40.6899226655632, -73.94776369451112 40.68986394506169, -73.94778292504921 40.689803174537246, -73.94779298329219 40.68974113552761, -73.94779373968684 40.689678629433224, -73.94778518534848 40.689616460408786, -73.94777180188343 40.68956185260397, -73.94781749035117 40.68955608663111, -73.94782632328477 40.68961300398557, -73.94793967826628 40.689603479261876, -73.94799658039236 40.689890879531994, -73.947974331475 40.689905437981515))","2020-04-09T14:18:47.000","2020-07-06T00:00:00.000"
"B","Completely Locked","2020-07-07T12:20:53.000","B028","Dyker Beach Park Dog Run","B028","B-10","Dyker Beach Park",,"Reopened",,"B028-DOGAREA0007",,"POLYGON ((-74.02144864288913 40.61745541495795, -74.02117769483068 40.61810256314962, -74.02114559636281 40.61809711010227, -74.02111274764304 40.61809591034285, -74.02108011181465 40.61809899881433, -74.0210486472547 40.618106286189935, -74.02101927448565 40.61811755887887, -74.02099285845127 40.61813248443268, -74.02097017070503 40.61815062596011, -74.02085580285508 40.618082270232954, -74.02048094261455 40.61785589270404, -74.02041491726287 40.61781601318347, -74.02024382379378 40.61771267267133, -74.02033592022029 40.6176572050532, -74.0204334815041 40.617607458298245, -74.02053589914982 40.61756374408146, -74.02064253038553 40.617526335363145, -74.0207527076159 40.617495466387616, -74.02086574196647 40.617471330881656, -74.02098092682692 40.61745407935292, -74.0210975413959 40.617443819989724, -74.02121485422433 40.61744061685968, -74.02133213266858 40.61744448990807, -74.02144864288913 40.61745541495795))","2020-04-10T09:48:35.000","2020-07-07T00:00:00.000"
