"approx_date_closed","approx_date_reopened","bin","borough","closuretype","doittid","editdate","gispropnum","omppropid","parkdistrict","status","system","polygon"
,,"1083815","M",,"554139","2020-08-12T21:56:51.000","M010","M010-ZN10&11","M-13","Active","M010-ZN10+11-BLG0715","POLYGON ((-73.97457483127029 40.773110714689565, -73.97438164600635 40.773092774403835, -73.97438019861868 40.773101776409995, -73.97421802885286 40.77308671624683, -73.97421784525963 40.77308669909621, -73.97423601327421 40.772973630605506, -73.97426862415911 40.77295205193602, -73.97440226325506 40.77296446271744, -73.97439934355135 40.772982634218614, -73.97451121332774 40.772993023808674, -73.97450759549507 40.77301554008487, -73.97458891069462 40.773023091654146, -73.97457973734457 40.77308018241855, -73.97457483127029 40.773110714689565))"
,,"1083806","M",,"443226","2020-08-12T21:56:51.000","M010","M010-ZN08","M-13","Active","M010-ZN08-BLG0713","POLYGON ((-73.98082449171602 40.76924069343255, -73.98081006324905 40.76923496472887, -73.98075880271423 40.769214612906296, -73.98071153688853 40.76919584661577, -73.98073009550302 40.769168826512875, -73.98073863421381 40.769156396490295, -73.98073989499476 40.769154560574506, -73.98074717292172 40.7691439655666, -73.98076885027714 40.76911240473928, -73.98081488082481 40.76913068092698, -73.98086757788056 40.76915160298206, -73.98088261033286 40.76915757131272, -73.98088815409074 40.76915977216241, -73.98083083962663 40.76924321319698, -73.98082449171602 40.76924069343255))"
,,"1088627","M",,"443386","2020-08-12T21:56:50.000","M010","M010-ZN24&25","M-13","Active","M010-ZN24+25-BLG0695","POLYGON ((-73.9690398694921 40.780473775824994, -73.96914053359929 40.78032823578199, -73.96915433215025 40.7803337505484, -73.96923652536927 40.78036659941879, -73.96920930653975 40.78040595128944, -73.96919216551737 40.78039910109224, -73.9691442962761 40.78046830897033, -73.96915956354687 40.78047441035601, -73.96913398527974 40.780511389824674, -73.96905795687508 40.78048100450966, -73.9690398694921 40.780473775824994))"
"2020-05-12T14:32:11.000","2020-06-21T00:00:00.000","1053945","M",,"253877","2020-08-12T21:56:50.000","M186","M186","M-10","Reopened","M186-BLG0680","POLYGON ((-73.93627084789266 40.8196683907272, -73.93620459636988 40.81964019196245, -73.9361956436788 40.819652331105225, -73.93612060765253 40.819620393071716, -73.93618723593731 40.81953005072727, -73.93626227189283 40.81956198961837, -73.93625672676865 40.81956950840076, -73.93632297705696 40.81959770803574, -73.93627084789266 40.8196683907272))"
"2020-05-12T14:32:10.000","2020-06-21T00:00:00.000","1060055","M","Completely Locked","1283720","2020-08-12T21:56:50.000","M160","M160","M-10","Reopened","M160-BLG0679","POLYGON ((-73.93900629826767 40.81730501724671, -73.93909062641207 40.817341514838255, -73.93905860024626 40.817383431353, -73.93897458476823 40.817347171634935, -73.93900629826767 40.81730501724671))"
"2020-05-12T14:32:09.000","2020-06-21T00:00:00.000","1090096","M",,"1269957","2020-08-12T21:56:50.000","M211A","M211A","M-10","Reopened","M211A-BLG0673","POLYGON ((-73.94715280537424 40.81107163555692, -73.94719097742932 40.811020107657136, -73.94725936938532 40.81104935561274, -73.9472211961813 40.811100883534394, -73.94715280537424 40.81107163555692))"
"2020-05-12T14:32:07.000","2020-06-21T00:00:00.000","1085249","M",,"1223930","2020-08-12T21:56:49.000","M198","M198","M-10","Reopened","M198-BLG0671","POLYGON ((-73.95029465602603 40.80029585975382, -73.95030137698306 40.80028682073855, -73.95036792184368 40.800315395236325, -73.95033131482197 40.80036462687291, -73.95028031925608 40.800342729960654, -73.95026476874214 40.80033605325429, -73.95029465602603 40.80029585975382))"
"2020-05-12T14:32:06.000","2020-06-21T00:00:00.000","1086941","M","Completely Locked","956184","2020-08-12T21:56:49.000","M217","M217","M-10","Reopened","M217-BLG0670","POLYGON ((-73.93890633471337 40.81369869121521, -73.93893736208238 40.81365326405053, -73.93900539977048 40.81368008896167, -73.93897437125018 40.81372551614386, -73.93890633471337 40.81369869121521))"
"2020-05-12T14:32:05.000","2020-06-21T00:00:00.000","1090780","M","Completely Locked","1284546","2020-08-12T21:56:49.000","M211B","M211B","M-10","Reopened","M211B-BLG0669","POLYGON ((-73.94639434241451 40.81224832407358, -73.9463237718166 40.8122168251537, -73.94636760194985 40.81215970357715, -73.9464400926931 40.81219249827802, -73.94639434241451 40.81224832407358))"
"2020-05-12T14:32:03.000","2020-06-21T00:00:00.000","1087016","M",,"918466","2020-08-12T21:56:49.000","M216","M216","M-10","Reopened","M216-BLG0668","POLYGON ((-73.93612004642172 40.82919462205527, -73.93615524336295 40.82914375726854, -73.9362203434553 40.829169747361085, -73.9361851465501 40.82922061216742, -73.93612004642172 40.82919462205527))"
"2020-05-21T16:00:49.000","2020-06-21T00:00:00.000","1040069","M","Completely Locked","476241","2020-08-12T21:56:49.000","M158","M158","M-06","Reopened","M158-BLG0667","POLYGON ((-73.96866229252873 40.74804367308694, -73.96866743229964 40.74803671087019, -73.96871233033721 40.74805588044551, -73.96875865136921 40.74807565642999, -73.96874695005037 40.748091507568994, -73.96872251304251 40.7481246134517, -73.96871970025236 40.74812341231303, -73.96863361542337 40.748086659052646, -73.96863129392703 40.74808566786356, -73.96865508879057 40.74805343171429, -73.96866229252873 40.74804367308694))"
"2020-05-12T14:32:00.000",,"1040073","M","Completely Locked","709355","2020-08-12T21:56:49.000","M256","M256","M-06","Reopened","M256-BLG0665","POLYGON ((-73.96498639176026 40.75240732011958, -73.96502020272922 40.75236222225904, -73.96506291822216 40.75238074241648, -73.96508241314471 40.752389195071466, -73.96504860220425 40.752434292950085, -73.96501315214202 40.752418923162494, -73.96498639176026 40.75240732011958))"
"2020-05-12T14:31:59.000","2020-06-21T00:00:00.000","1021912","M",,"347429","2020-08-12T21:56:49.000","M076","M076","M-06","Reopened","M076-BLG0662","POLYGON ((-73.97322326094374 40.74493273370577, -73.97326713578413 40.74487080344731, -73.9733359879158 40.74489901877393, -73.97324820625815 40.74502292344296, -73.97321258743978 40.74500832695659, -73.97317935403558 40.74499470806436, -73.97322326094374 40.74493273370577))"
"2020-05-12T14:31:58.000","2020-06-21T00:00:00.000","1085011","M","Completely Locked","1268512","2020-08-12T21:56:48.000","M226","M226","M-06","Reopened","M226-BLG0660","POLYGON ((-73.98200169646015 40.73564463187976, -73.98204225559456 40.735590284460294, -73.98211446200328 40.735621463173466, -73.98207390290882 40.73567581061812, -73.98200169646015 40.73564463187976))"
,,,"M",,,"2020-08-12T21:56:48.000","M036","M036","M-05","Active","M036-BLG0656","POLYGON ((-73.98751097227738 40.75046833178649, -73.98747210007929 40.75045013284309, -73.98746993519786 40.750439259899174, -73.9874780825002 40.750429730731014, -73.98749688100162 40.75042592003099, -73.98752946159162 40.7504399813609, -73.9875357250182 40.750455468939585, -73.98752695096822 40.750466904414964, -73.98751097227738 40.75046833178649))"
,,"1016108","M",,"235444","2020-08-12T21:56:48.000","M089","M089","M-05","Active","M089-BLG0653","POLYGON ((-73.99000903585936 40.73651493623023, -73.98993933082593 40.73648511435204, -73.98993129784179 40.73649600709157, -73.98984866707582 40.736460751264666, -73.9898566550731 40.736449919761434, -73.98978713011138 40.736420174349846, -73.98978419115103 40.73642415973629, -73.98974394716666 40.73640698797986, -73.98976085981066 40.73638405355356, -73.98976425583368 40.73637946937073, -73.98979039974817 40.73634417989383, -73.98979437598344 40.73633878710556, -73.98983110291354 40.73635445738766, -73.98983163576155 40.736353737028544, -73.98983209257385 40.736354776254764, -73.9898259352178 40.73636310450677, -73.98990488781185 40.73639688139447, -73.98991275382498 40.736386244386196, -73.98998569285028 40.73641744884147, -73.98997867229158 40.7364269701992, -73.98998669126863 40.73643040003007, -73.98998665216119 40.73643066567643, -73.99005452465379 40.73645970482676, -73.99005972286643 40.73645267591245, -73.99009472632495 40.73646760754516, -73.99004477606937 40.73653534302857, -73.99000614190427 40.73651885949114, -73.99000903585936 40.73651493623023))"
,,"1089479","M",,"1190396","2020-08-12T21:56:48.000","M011","M011","M-04","Active","M011-BLG0652","POLYGON ((-74.00079888950765 40.7497993457316, -74.0008008953421 40.74979658746778, -74.00092261337102 40.74984778842728, -74.00087801497133 40.749909108730776, -74.00075629568057 40.74985790772464, -74.00075732346534 40.749856494824, -74.00079888950765 40.7497993457316))"
"2020-05-12T14:31:53.000",,"1026441","M","Completely Locked","1283719","2020-08-12T21:56:48.000","M154","M154","M-04","Reopened","M154-BLG0650","POLYGON ((-73.99302308804789 40.761207647261905, -73.99298485324073 40.76125958513915, -73.99286390691694 40.7612076375117, -73.99290217136266 40.76115601395211, -73.99302308804789 40.761207647261905))"
,,"1027153","M",,"502959","2020-08-12T21:56:48.000","M022","M022","M-04","Active","M022-BLG0649","POLYGON ((-73.99458262015048 40.76823836148821, -73.99457250248149 40.7682126723467, -73.99458827462558 40.76820908188038, -73.9945778443345 40.76818259757992, -73.99459458061347 40.7681787874352, -73.99459041347045 40.76816820722311, -73.99463142740781 40.768158869118366, -73.99463559455675 40.768169449328965, -73.99467716044188 40.76815998606365, -73.99468736340499 40.768185889519955, -73.99469921382392 40.76818319215707, -73.99470933390597 40.768208883989125, -73.99469748348282 40.768211582253535, -73.99469842846591 40.76821398123855, -73.99459911228524 40.76823659277293, -73.99459839348461 40.76823477012004, -73.99458262015048 40.76823836148821))"
"2020-05-12T14:31:51.000","2020-06-21T00:00:00.000","1024961","M","Completely Locked","1283718","2020-08-12T21:56:47.000","M161","M161","M-04","Reopened","M161-BLG0647","POLYGON ((-73.99140788581198 40.75919493546538, -73.99132871707084 40.75916164507599, -73.9913690023786 40.759106252649225, -73.9914481710741 40.759139543011194, -73.99140788581198 40.75919493546538))"
,,"1011688","M",,"68810","2020-08-12T21:56:47.000","M237","M237","M-02","Active","M237-BLG0646","POLYGON ((-74.00461493811092 40.73893340012737, -74.00466294739098 40.738891493082406, -74.00471599603691 40.738926653934676, -74.00466798676486 40.73896856100156, -74.00461493811092 40.73893340012737))"
"2020-05-12T14:31:49.000","2020-06-21T00:00:00.000","1011330","M","Completely Locked","1219154","2020-08-12T21:56:47.000","M251","M251","M-02","Reopened","M251-BLG0643","POLYGON ((-74.00552442476457 40.73633576502921, -74.00559806028555 40.73632745879218, -74.00560611520623 40.736368771892955, -74.00553247964058 40.73637707813508, -74.00552442476457 40.73633576502921))"
,,"4540093","Q",,"1260383","2020-08-12T21:56:47.000","Q099","Q099_temp2","Q-15","Active","Q099-BLG0330","POLYGON ((-73.8434619722835 40.75180651274189, -73.84324488326288 40.75145562485029, -73.8432372568067 40.75140960395528, -73.84324012669715 40.751371549723984, -73.84326578860686 40.751336063236586, -73.84329587637109 40.75131030914315, -73.84332482318536 40.75129639425969, -73.8433582060141 40.751288404435584, -73.84341103403388 40.75128720834986, -73.84345716366907 40.75129699652915, -73.84349381659311 40.75131692143119, -73.84352198400661 40.751346951092685, -73.84377213436485 40.75175324559237, -73.84301706521366 40.7520220983197, -73.84276799189821 40.75161754614271, -73.84275976670773 40.751575986412725, -73.84276597456903 40.75153709117405, -73.84279108143821 40.751501604035134, -73.84282673611656 40.751473320933364, -73.84287070265566 40.751456889028276, -73.8429107452205 40.751454406015, -73.84295855928487 40.751457431180036, -73.84300744339427 40.7514782184876, -73.84305102764426 40.75151597041264, -73.84327333599514 40.751874210305786, -73.8434619722835 40.75180651274189))"
"2020-05-12T14:31:46.000","2020-06-23T12:29:28.000","4580414","Q","Completely Locked","1004323","2020-08-12T21:56:47.000","Q397","Q397","Q-07","Reopened","Q397-BLG0010","POLYGON ((-73.79409016426823 40.76578534744045, -73.79409879494892 40.765723654764535, -73.79431191256116 40.7657408875181, -73.79430328325722 40.765802581112425, -73.79409016426823 40.76578534744045))"
"2020-05-12T14:31:45.000","2020-06-21T16:56:33.000","4529138","Q","Completely Locked","1175549","2020-08-12T21:56:47.000","Q266","Q266","Q-14","Reopened","Q266-BLG0628","POLYGON ((-73.76453983065163 40.60831380343759, -73.76457085326798 40.60826058203398, -73.76464032258004 40.60828410283229, -73.7646093000113 40.60833732335397, -73.76453983065163 40.60831380343759))"
"2020-05-12T14:31:43.000",,"4520795","Q","Completely Locked","980210","2020-08-12T21:56:46.000","Q348","Q348","Q-06","Reopened","Q348-BLG0605","POLYGON ((-73.837040150104 40.72248415332485, -73.83710831622835 40.72245930112791, -73.83713882161423 40.722507732338826, -73.83707065545164 40.72253258455367, -73.837040150104 40.72248415332485))"
,"2020-06-21T16:56:33.000","4300869","Q",,"718013","2020-08-12T21:56:46.000","Q007","Q007","Q-14","Reopened","Q007-BLG0601","POLYGON ((-73.76740924613162 40.598770625070244, -73.76746242684055 40.59869736597355, -73.76747357022111 40.59870206585089, -73.76751816853111 40.59872087620578, -73.76759654742528 40.59875393363714, -73.76754336563702 40.59882719279311, -73.76740924613162 40.598770625070244))"
"2020-05-12T14:31:41.000","2020-06-22T00:00:00.000","4524045","Q",,"955068","2020-08-12T21:56:46.000","Q221","Q221","Q-08","Reopened","Q221-BLG0599","POLYGON ((-73.77725750428242 40.73600737970445, -73.77726983381629 40.73600394829223, -73.77728071483364 40.73602656765161, -73.77730695864143 40.73608112001044, -73.77723510360538 40.73610112095745, -73.77719797885536 40.736023948315825, -73.77725750428242 40.73600737970445))"
"2020-05-12T14:31:40.000","2020-06-22T00:00:00.000","4518840","Q","Completely Locked","951290","2020-08-12T21:56:46.000","Q218","Q218","Q-01","Reopened","Q218-BLG0598","POLYGON ((-73.93341599054848 40.75773810147156, -73.93346014560555 40.75769130161352, -73.93352190098892 40.75772499184938, -73.93349679453316 40.757751601695595, -73.93347774476868 40.7577717917302, -73.93342030357739 40.757740454282995, -73.93341599054848 40.75773810147156))"
"2020-05-12T14:31:38.000","2020-06-23T09:25:48.000","4048570","Q",,"611669","2020-08-12T21:56:45.000","Q026","Q026","Q-04","Reopened","Q026-BLG0597","POLYGON ((-73.86173462042345 40.74898377562171, -73.86173458504852 40.7489837044392, -73.8617118155051 40.74899032104661, -73.8616947098036 40.74895627394235, -73.8616937062922 40.748954276312844, -73.86171207428487 40.748948938547905, -73.86171647464103 40.74894765970757, -73.86169810247077 40.748911092364374, -73.8616961001649 40.74890710701665, -73.86172294776905 40.748899304837565, -73.86172430318152 40.74889891114205, -73.86171761231506 40.748885594513155, -73.86176289303761 40.74887243662391, -73.8617695839118 40.74888575325025, -73.86177067985241 40.74888543488538, -73.86180562791932 40.74887527947705, -73.86182492818585 40.74891369305584, -73.86184532453373 40.74890776697013, -73.86186293265088 40.74894281241675, -73.86185764606662 40.74894434864535, -73.86184192493445 40.74894891697318, -73.86184218672375 40.74894943687986, -73.86186238087795 40.74898963182691, -73.861753464321 40.74902128185338, -73.86173462042345 40.74898377562171))"
"2020-05-12T14:31:37.000","2020-06-19T13:41:18.000","4535547","Q","Completely Locked","1023364","2020-08-12T21:56:45.000","Q046","Q046","Q-04","Reopened","Q046-BLG0596","POLYGON ((-73.86149313678283 40.74380833790223, -73.8615095291576 40.7437485575869, -73.86161152988954 40.743764738049386, -73.86159513760418 40.74382451747861, -73.86149313678283 40.74380833790223))"
"2020-05-12T14:31:35.000","2020-06-19T14:01:52.000","4199324","Q",,"330321","2020-08-12T21:56:45.000","Q129","Q129","Q-09","Reopened","Q129-BLG0594","POLYGON ((-73.8214433810594 40.69465068932228, -73.82156799955499 40.694613992118164, -73.82158073155583 40.69463904075915, -73.82159962361337 40.69467620816697, -73.8214750050214 40.694712904504485, -73.82145762654274 40.69467871652555, -73.8214433810594 40.69465068932228))"
"2020-05-12T14:31:34.000","2020-06-25T13:17:38.000","4187415","Q",,"1208492","2020-08-12T21:56:45.000","Q128","Q128","Q-09","Reopened","Q128-BLG0593","POLYGON ((-73.853074477167 40.68589610084776, -73.85317008756014 40.685868994913875, -73.85319474793091 40.68591940118372, -73.85309913747356 40.685946508038455, -73.853074477167 40.68589610084776))"
"2020-05-12T14:31:32.000","2020-06-25T13:11:22.000","4216100","Q",,"566430","2020-08-12T21:56:45.000","Q127","Q127","Q-12","Reopened","Q127-BLG0592","POLYGON ((-73.79551140182159 40.69325852873581, -73.79555911251447 40.69323814298624, -73.79558825731647 40.69322569110108, -73.79565322110666 40.69331377600922, -73.7955971064567 40.69333775253499, -73.79557636553952 40.69334661458746, -73.7955233028277 40.69327466640389, -73.79551140182159 40.69325852873581))"
"2020-05-12T14:31:31.000","2020-06-25T13:11:44.000","4235770","Q",,"637176","2020-08-12T21:56:45.000","Q106","Q106","Q-12","Reopened","Q106-BLG0591","POLYGON ((-73.75808634611236 40.7001971466004, -73.75811354571857 40.70015224372849, -73.75816294633798 40.700169577100425, -73.75829680777801 40.70013636451261, -73.75831971720683 40.70009854414213, -73.75837977814427 40.700119617133, -73.75834446056048 40.700177922505475, -73.75832734692437 40.70020617536646, -73.75819353297872 40.70023930794368, -73.75819055785944 40.700238138227235, -73.75808634611236 40.7001971466004))"
,"2020-06-21T11:31:22.000","4559625","Q",,"206330","2020-08-12T21:56:44.000","Q103","Q103","Q-11","Reopened","Q103-BLG0589","POLYGON ((-73.77892596175631 40.77099072521398, -73.77910983593888 40.77093574356972, -73.77914489334326 40.77100350721661, -73.77896101900254 40.77105848891623, -73.77892596175631 40.77099072521398))"
"2020-05-12T14:31:29.000","2020-06-22T14:22:55.000","4540117","Q",,"275927","2020-08-12T21:56:44.000","Q098","Q098","Q-04","Reopened","Q098-BLG0588","POLYGON ((-73.88680640086243 40.744384378848316, -73.88688088283793 40.744345500575676, -73.88691382501925 40.744382007979176, -73.88683934302374 40.7444208853724, -73.88680640086243 40.744384378848316))"
,"2020-06-23T12:26:44.000","4605446","Q",,"1229466","2020-08-12T21:56:44.000","Q089B","Q089B","Q-07","Reopened","Q089B-BLG0587","POLYGON ((-73.8235241393878 40.78290423290244, -73.82355442234048 40.78285064438946, -73.82362680835958 40.78287427814613, -73.82359652545439 40.78292786667796, -73.8235241393878 40.78290423290244))"
,"2020-06-19T13:38:55.000","4543748","Q",,"242055","2020-08-12T21:56:44.000","Q085","Q085","Q-03","Reopened","Q085-BLG0586","POLYGON ((-73.88423768402451 40.7618784262076, -73.88431869772484 40.76186996088976, -73.88433428161835 40.76195619720782, -73.88428110435731 40.761961753052546, -73.88425326781673 40.76196466163598, -73.88406959870974 40.76198385132641, -73.88399341774199 40.76199181074914, -73.88397783428147 40.76190557438542, -73.88405401515084 40.76189761587343, -73.88413114836848 40.76188955651187, -73.88423768402451 40.7618784262076))"
,"2020-06-23T11:10:59.000","4240502","Q",,"479827","2020-08-12T21:56:44.000","Q082","Q082","Q-13","Reopened","Q082-BLG0585","POLYGON ((-73.73900950845528 40.71080794774439, -73.73902045361318 40.710804381305614, -73.73906293730174 40.71087987681749, -73.73899644512251 40.710901542850515, -73.73895396030845 40.71082604821213, -73.73900950845528 40.71080794774439))"
"2020-05-12T14:31:24.000","2020-06-22T00:00:00.000","4546999","Q","Completely Locked","174122","2020-08-12T21:56:44.000","Q066B","Q066B","Q-01","Reopened","Q066B-BLG0584","POLYGON ((-73.9234013148103 40.77474909950885, -73.92346452208804 40.77469762283017, -73.92350911108792 40.774729263696564, -73.92344590499921 40.77478074040025, -73.9234013148103 40.77474909950885))"
"2020-05-12T14:31:23.000","2020-06-25T13:18:01.000","4438407","Q",,"316159","2020-08-12T21:56:43.000","Q053","Q053","Q-09","Reopened","Q053-BLG0583","POLYGON ((-73.85357379425682 40.691357981269555, -73.8536504341097 40.69134248094901, -73.85366641738754 40.691388268113535, -73.85366916846465 40.691396149310975, -73.85359252737139 40.69141164964246, -73.85358604590131 40.69139308179626, -73.85357379425682 40.691357981269555))"
,"2020-06-19T14:00:28.000","4210668","Q",,"33120","2020-08-12T21:56:43.000","Q052","Q052","Q-08","Reopened","Q052-BLG0582","POLYGON ((-73.79822186167836 40.71138447542729, -73.79824551803408 40.711375956612024, -73.79829724459852 40.71145913220064, -73.79823439193234 40.71148176451508, -73.79820198306585 40.71142965084429, -73.79818266660949 40.71139858980107, -73.79822186167836 40.71138447542729))"
,"2020-06-23T12:29:06.000","4560693","Q",,"449179","2020-08-12T21:56:43.000","Q012B","Q012B","Q-07A","Reopened","Q012B-BLG0580","POLYGON ((-73.76768555254017 40.774099006202874, -73.76772248969905 40.77404373016979, -73.76779564765799 40.774071984212775, -73.76775871054416 40.77412726026906, -73.76768555254017 40.774099006202874))"
"2020-05-12T14:31:19.000","2020-06-21T16:25:12.000","4605450","Q",,"1203380","2020-08-12T21:56:43.000","Q011","Q011","Q-07","Reopened","Q011-BLG0579","POLYGON ((-73.84446632092373 40.78139165982117, -73.84446957897455 40.781388014478935, -73.84447347821532 40.781384753616315, -73.84447794267624 40.781381941966956, -73.84448288337322 40.78137963704289, -73.84448820187629 40.781377882835926, -73.8444937926646 40.781376716124214, -73.844499543145 40.78137615836791, -73.84450533956286 40.78137622111998, -73.8445110670062 40.78137690422539, -73.84451661178134 40.78137819312269, -73.8445218614045 40.7813800624461, -73.84452671289873 40.78138247423557, -73.84453107041566 40.78138538153568, -73.84453484524253 40.78138872569408, -73.84454698022337 40.78138244034295, -73.84455078185346 40.78138546755986, -73.84455399027877 40.78138886858581, -73.84455654405456 40.7813925758002, -73.84455839359096 40.78139651799642, -73.84455950115964 40.78140061768044, -73.84455984562561 40.781404793778364, -73.84455942125261 40.781408966137725, -73.84455823652442 40.78141305282419, -73.8445563129498 40.78141697462248, -73.84455368862068 40.781420653240104, -73.84455041582602 40.781424018508275, -73.84454655750861 40.78142700387471, -73.8445421884386 40.78142955090747, -73.84453739639667 40.781431610197224, -73.84453227269445 40.781433142244964, -73.8445269181019 40.78143411566902, -73.84452143691351 40.78143451169946, -73.84452226999029 40.781448607499314, -73.84451640297299 40.781448843619884, -73.84451054563189 40.78144848722215, -73.84450480220069 40.78144754565078, -73.84449927215329 40.78144603524896, -73.84449405375574 40.78144398226404, -73.84448923932983 40.78144142194024, -73.84448491169256 40.78143840121549, -73.84448114772715 40.78143497152233, -73.8444780136336 40.78143119328389, -73.84447556375086 40.78142713321072, -73.84447384292966 40.781422862503206, -73.84447287942508 40.78141845684175, -73.84447269082825 40.78141399279291, -73.84447328050987 40.78140954870497, -73.84447463762491 40.781405202907095, -73.84447673948584 40.781401031911436, -73.84446377175688 40.781395617694194, -73.84446632092373 40.78139165982117))"
"2020-05-12T14:31:18.000","2020-06-21T09:00:00.000","4548430","Q","Completely Locked","1256428","2020-08-12T21:56:43.000","Q002","Q002","Q-05","Reopened","Q002-BLG0578","POLYGON ((-73.9109763070856 40.71078841884998, -73.91098844824302 40.71077647485173, -73.91107810625746 40.71082924746688, -73.91106596392312 40.710841191473584, -73.91102657447398 40.71087994065391, -73.91095513750707 40.710950216249024, -73.91090765458067 40.71099692685111, -73.91081799765901 40.710944154105285, -73.91086548061065 40.71089744353986, -73.91086485389606 40.7108970747455, -73.91093691761434 40.7108271689004, -73.9109763070856 40.71078841884998))"
"2020-05-12T14:31:16.000","2020-06-23T11:10:59.000","4231685","Q","Completely Locked","547076","2020-08-12T21:56:43.000","Q359","Q359","Q-12","Reopened","Q359-BLG0577","POLYGON ((-73.75805909620792 40.7130966559641, -73.7581304888661 40.71309023673442, -73.75814261403849 40.71316832326321, -73.75807122129791 40.71317474250034, -73.75805909620792 40.7130966559641))"
"2020-05-12T14:31:15.000","2020-06-23T11:10:59.000","4582423","Q",,"1202452","2020-08-12T21:56:43.000","Q339","Q339","Q-13","Reopened","Q339-BLG0576","POLYGON ((-73.74242794039257 40.688549645091285, -73.74247987639505 40.68850944066432, -73.74253340350153 40.688549505580866, -73.74248146750014 40.68858971003178, -73.74242794039257 40.688549645091285))"
"2020-05-12T14:31:15.000","2020-06-21T11:27:31.000","4169445","Q",,"396311","2020-08-12T21:56:43.000","Q338","Q338","Q-11","Reopened","Q338-BLG0575","POLYGON ((-73.73752140500231 40.770952693663624, -73.73752278541166 40.77089577034216, -73.73759677353101 40.77089680695531, -73.73759539318488 40.77095373027764, -73.73752140500231 40.770952693663624))"
"2020-05-12T14:31:14.000","2020-06-23T10:55:44.000","4143164","Q",,"1165126","2020-08-12T21:56:42.000","Q336","Q336","Q-08","Reopened","Q336-BLG0574","POLYGON ((-73.82039255949556 40.71866844268993, -73.82045800999742 40.71865081370022, -73.82047663187143 40.71869083896947, -73.82048110583588 40.71870045350576, -73.82047371748189 40.718702443822714, -73.82041565529147 40.71871808250846, -73.82039255949556 40.71866844268993))"
"2020-05-12T14:31:12.000","2020-06-21T09:45:00.000","4050413","Q","Completely Locked","546460","2020-08-12T21:56:42.000","Q428","Q428","Q-06","Reopened","Q428-BLG0567","POLYGON ((-73.86027614631264 40.73317140323104, -73.86029740973275 40.73313589133208, -73.86038008714284 40.73316453774743, -73.86035882375957 40.73320004876097, -73.86027614631264 40.73317140323104))"
"2020-05-12T14:31:11.000","2020-06-25T13:54:42.000","4539663","Q","Completely Locked","71166","2020-08-12T21:56:42.000","Q415","Q415","Q-03","Reopened","Q415-BLG0565","POLYGON ((-73.85513614775631 40.754905757989974, -73.85517619994549 40.75489359568171, -73.85520272738181 40.7549441132284, -73.85513269406206 40.75496537888736, -73.85512108021298 40.754943263148746, -73.8551061666684 40.75491486222519, -73.85513614775631 40.754905757989974))"
"2020-05-12T14:31:10.000","2020-06-19T13:56:37.000","4525850","Q",,"931284","2020-08-12T21:56:42.000","Q391","Q391","Q-08","Reopened","Q391-BLG0563","POLYGON ((-73.80109727428608 40.71567946410137, -73.8011595649802 40.71564586642068, -73.80120208093791 40.71569150127853, -73.80113979021995 40.71572509988256, -73.80109727428608 40.71567946410137))"
"2020-05-12T14:31:09.000","2020-06-21T13:11:57.000","4522749","Q","Completely Locked","336849","2020-08-12T21:56:42.000","Q390","Q390","Q-07","UnderConstruction","Q390-BLG0562","POLYGON ((-73.80674573171248 40.783033225638015, -73.8067544177616 40.78297653368184, -73.80682469591082 40.78298275512206, -73.80681600992072 40.78303944708347, -73.80674573171248 40.783033225638015))"
"2020-05-12T14:31:08.000","2020-06-25T13:18:32.000","4524990","Q",,"1249965","2020-08-12T21:56:42.000","Q378","Q378","Q-09","Reopened","Q378-BLG0559","POLYGON ((-73.8567305784452 40.68141110711358, -73.85680002732595 40.68139058076748, -73.85681616966203 40.68142223416033, -73.8568267851662 40.68144304927492, -73.85676960112495 40.68145995102161, -73.85675733623911 40.681463575637096, -73.8567305784452 40.68141110711358))"
"2020-05-12T14:31:07.000","2020-06-21T09:45:00.000","4520767","Q","Completely Locked","1171140","2020-08-12T21:56:42.000","Q377","Q377","Q-06","Reopened","Q377-BLG0558","POLYGON ((-73.85268862632917 40.73605224464121, -73.85275799842748 40.736030122305394, -73.85278711000862 40.73608294105821, -73.85271773786499 40.736105063411394, -73.85268862632917 40.73605224464121))"
,,"4568274","Q",,"1074720","2020-08-12T21:56:41.000","Q476","Q476","Q-07","Active","Q476-BLG0555","POLYGON ((-73.83718663865778 40.77579900224608, -73.83716201653439 40.775752392480975, -73.837258107869 40.7757230565354, -73.8372819282506 40.775768149599585, -73.83732263894852 40.77575572069106, -73.83736062762522 40.77582763274193, -73.8373188286483 40.77584039331388, -73.83734294979084 40.7758860541067, -73.83728598647464 40.77590344436339, -73.83724794768884 40.775915057574004, -73.83718663865778 40.77579900224608))"
"2020-05-12T14:31:04.000","2020-06-22T00:00:00.000","4442467","Q","Completely Locked","828141","2020-08-12T21:56:41.000","Q436","Q436","Q-01","Reopened","Q436-BLG0551","POLYGON ((-73.92182514975933 40.76801430631182, -73.92187614932432 40.76796232869608, -73.92192089911462 40.76798770821707, -73.92186989956403 40.76803968675294, -73.92182514975933 40.76801430631182))"
